题名,作者,出版社
我的精神家园,王小波,中国人民大学出版社
我是猫,夏目漱石,吉林大学出版社
乌合之众,勒庞,新世界出版社
无线通信基础,谢,人民邮电出版社
务虚笔记,,作家出版社
细胞与分子生物学,杜德克,中信出版社
详解MATLAB在最优化计算中的应用,李明,电子工业出版社
新标准日语教程,杉谷正敏,大连出版社
新世纪英汉大学词典,罗选民,上海外语教育出版社
信号处理技术基础,周浩敏,北京航空航天大学出版社
信息论与编码理论,麦克伊利斯,电子工业出版社
刑法总则案例分析,黄京平,中国人民大学出版社
醒世恒言,冯梦龙,人民文学出版社
羊脂球,莫泊桑,译林出版社
氧化锌半导体材料掺杂技术与应用,叶志镇,浙江大学出版社
夜半笛声,蔡骏,万卷出版公司
倚天屠龙记,金庸,广州出版社
应用数理统计,朱勇华,武汉水利电力大学出版社
应用数理统计,叶慈南,机械工业出版社
英语名篇名段背诵精华,余健明,华东理工大学出版社
?分析及其应用,赵冠春,高等敎育出版社
幽默大师林语堂,朱艳丽,湖北人民出版社
有限元理论与方法,黄艾香,科学出版社
欲情课,渡边淳一,作家出版社
原子物理教程,张延惠,山东大学出版社
原罪,乔萨,北京十月文艺出版社
怎样说话才打动人,科尔,中央编译出版社
诊断学应试向导,武亚蕊,同济大学出版社
中级宏观经济学,亚伯,机械工业出版社
中外经典广告成功策划,刘博,贵州人民出版社
重温二战,刘波,国防大学出版社
周易,南怀瑾,重庆出版社
庄子,孙通海,中华书局
庄子通释,陆永品,中国社会科学出版社
自然哲学概论,奥斯特瓦尔德,华夏出版社
自适应滤波算法与实现,迪尼斯,电子工业出版社
《模拟电子技术基础》学习指导与解题指南,杨拴科,高等教育出版社
199个侦探推理游戏,赵帅通,广西人民出版社
51单片机及其C语言程序开发实例,戴仙金,清华大学出版社
60天攻克六级710分新题型,江涛,石油工业出版社
A second chicken soup for the woman's soul,坎菲尔德,安徽科学技术出版社
ANSYS工程分析实例教程,陈精一,中国铁道出版社
Autobiography,富兰克林,靑岛出版社
C程序设计(第四版)学习辅导,谭浩强,清华大学出版社
C语言程序设计,金,人民邮电出版社
EViews数据统计与分析教程,张大维,清华大学出版社
Excel在经济与数理统计中的应用,孙志刚,中国电力出版社
Java 从入门到精通,高宏静,化学工业出版社
Java应用开发技术基础,卫颜俊,西安交通大学出版社
LINGO和Excel在数学建模中的应用,袁新生,科学出版社
Little women,奥尔科特,外文出版社
MATLAB 7.2优化设计实例指导教程,褚洪生,机械工业出版社
MATLAB R2008 数字图像处理与分析实例教程,赵书兰,化学工业出版社
MATLAB程序设计与工程应用,张德丰,清华大学出版社
MATLAB实用数值分析,张德丰,清华大学出版社
MPI与OpenMP并行程序设计,奎因,清华大学出版社
Photoshop CS3/CS4中文版从入门到精通,雷波,机械工业出版社
Python 3程序开发指南,萨默菲尔德,人民邮电出版社
Sobolev空间与偏微分方程引论,王术,科学出版社
SPSS医学统计速学速用,于小林,人民军医出版社
TOEIC 990分核心词汇,吴亮,群言出版社
Б. П. 吉米多维奇数学分析习题全解,廖良文,安徽人民出版社
爱尔兰咖啡,蔡智恒,万卷出版公司
爱与生的苦恼,叔本华,光明日报出版社
半导体测试技术,孙以材,冶金工业出版社
半导体器件基础,皮埃雷,电子工业出版社
半导体器件物理,刘树林,电子工业出版社
被嫌弃的松子的一生,山田宗树,万卷出版公司
毕业生,朵蓝,湖南人民出版社
变压器设计原理,尹克宁,中国电力出版社
变压器速查速算手册,方大千,中国水利水电出版社
兵法精典新解,褚玉兰,山东大学出版社
博弈思维,潘天群,北京大学出版社
博弈与信息,拉斯穆森,中国人民大学出版社
材料科学导论,冯端,化学工业出版社
材料中残余应力的X射线衍射分析和作用,张定铨,西安交通大学出版社
操作系统概念,西尔伯莎茨,高等教育出版社
曾国藩文集,曾国藩,中国纺织出版社
常微分方程学习指导,杨作东,南京师范大学出版社
沉思录,奥里利厄斯,山东文艺出版社
城堡,卡夫卡,人民文学出版社
传热学,比安基,大连理工大学出版社
纯粹理性批判,康德,华中师范大学出版社
磁功能材料,孙光飞,化学工业出版社
大分子自组装,江明,科学出版社
大秦帝国,孙皓晖,上海人民出版社
大学基础物理学思考题与习题解答,黄伯坚,华中科技大学出版社
大学生党课教材,佘正松,西南交通大学出版社
大学数学典型题解析,陈仲,南京大学出版社
戴尔.卡耐基的智慧全集,黄永军,中国国际广播出版社
电磁学,张玉民,科学出版社
电化学方法应用,陈国华,化学工业出版社化学与应用化学出版中心
电力电子技术与MATLAB仿真,周渊深,中国电力出版社
电力系统规划基础,王锡凡,水利电力出版社
读史质疑,王重旭,中国传媒大学出版社
儿子与情人,劳伦斯,人民文学出版社
分布式系统,库劳里斯,机械工业出版社
复分析,郑建华,清华大学出版社
复活,托尔斯泰,长江文艺出版社
改变你一生的情商全集,余鸿,中国纺织出版社
概率论与数理统计学习指导,王玉民,清华大学出版社
高等工程热力学,童钧耕,科学出版社
高等量子力学,喀兴林,高等敎育出版社
高等数学,北京建筑工程学院,中国建材工业出版社
高等数学同步辅导,彭舟,航空工业出版社
高等数学习题与解析,胡新启,清华大学出版社
高分子化学,潘才元,中国科学技术大学出版社
高分子物理学,梁伯润,中国纺织出版社
工程经济学,刘新梅,北京大学出版社
滚动轴承分析,哈里斯,机械工业出版社
锅炉原理及计算,冯俊凯,科学出版社
孩子你慢慢来,龙应台,生活·读书·新知三联书店
航空发动机结构分析,刘长福,西北工业大学出版社
红楼十二钗评传,曹立波,清华大学出版社
宏观经济学,威廉森,中国人民大学出版社
宏观经济学,布兰查德,清华大学出版社
化工节能原理与技术,冯霄,化学工业出版社
基督山伯爵,大仲马,译林出版社
基度山恩仇记,大仲马,译林出版社
计算流体力学教程,张德良,高等教育出版社
甲状腺病学,白耀,科学技术文献出版社
简·爱,勃朗特,译林出版社
剑桥雅思真题全解6&7,胡敏,中国对外翻译出版公司
结构振动分析的子结构方法,殷学纲,中国铁道出版社
解密,麦家,人民文学出版社
界面与胶体的物理化学,李葵英,哈尔滨工业大学出版社
近世代数基础问题探析,齐晓梅,敎育科学出版社
经典场论,张启仁,科学出版社
精力管理,洛尔,中信出版社
精神病学,江开达,人民卫生出版社
空气动力学,陆志良,北京航空航天大学出版社
离散数学及其应用,罗森,机械工业出版社
离散数学习题解析,朱怀宏,南京大学出版社
离心通风机,成心德,化学工业出版社
理论力学习题与解析,李二丽,兵器工业出版社
量子力学,张永德,科学出版社
领袖们,尼克松,海南出版社
流体激振,陈佐一,清华大学出版社
流体力学,庄礼贤,中国科学技术大学出版社
流体力学,张兆顺,清华大学出版社
流体润滑理论及其应用,陈伯贤,机械工业出版社
路西法效应,津巴多,生活·读书·新知三联书店
论美国的民主,托克维尔,北京出版社
"逻辑新引;""怎样判别是非""",殷海光,上海三联书店
卖花女,萧伯纳,中国对外翻译出版公司
美国生活万象,,东方出版中心
秘密花园,伯内特,中国国际广播出版社
模拟电子技术基础,杨拴科,高等教育出版社
模式识别,张学工,清华大学出版社
模式识别与神经网络,殷勤业,机械工业出版社
纳米摩擦学,温诗铸,清华大学出版社
牛虻,伏尼契,译林出版社
女生寝室,沈醉天,广西人民出版社
破晓,梅尔,接力出版社
亲爱的三毛,三毛,北京十月文艺出版社
亲密关系,布雷姆,人民邮电出版社
权力意志,尼采,漓江出版社
全球视角的宏观经济学,萨克斯,"上海三联书店;""上海人民出版社"""
热质交换原理与设备,连之伟,中国建筑工业出版社
人力资源管理概论,彭剑锋,复旦大学出版社
人脸自动机器识别,段锦,科学出版社
人与永恒,周国平,北岳文艺出版社
入党积极分子必读,王久渊,西南交通大学出版社
三体X,宝树,重庆出版社
商务英语口语,邓长慧,武汉大学出版社
少有人走的路,佩克,吉林文史出版社
射频微电子,拉扎维,清华大学出版社
神经解剖学,蒋文华,复旦大学出版社
神经解剖学,菲克斯,"中信出版社;""辽宁教育出版社"""
审判,卡夫卡,上海文艺出版
生活在别处,昆德拉,上海译文出版社
圣经故事,洪佩奇,译林出版社
诗经,,华夏出版社
十年一梦,靑泽,企业管理出版社
十日谈,薄伽丘,人民文学出版社
世界文明史,马克,北京大学出版社
世界侦探推理小说经典秀,霍克,九洲出版社
数据结构要点与解题,朱战立,西安交通大学出版社
数论讲义,,高等教育出版社
数学建模,周永正,同济大学出版社
数学建模理论、方法及应用,房少梅,科学出版社
数学建模与实验,陈恩水,科学出版社
数学模型选讲,王树禾,科学出版社
数学物理方法,梁昆淼,高等教育出版社
水热结晶学,施尔畏,科学出版社
瞬间读懂你,涉谷昌三,科学出版社
死人的殿堂,克里斯蒂,人民文学出版社
宿命,东野圭吾,南海出版公司
随机过程习题解答,李裕奇,国防工业出版社
随机过程与应用,田铮,科学出版社
损伤力学及其应用,李兆霞,科学出版社
拓扑学基础及应用,亚当斯,机械工业出版社
太阳电池材料,杨德仁,化学工业出版社
唐诗三百首全解,蘅塘退士,复旦大学出版社
唐宋诗词八大家,黄益庸,黑龙江人民出版社
堂·吉诃德,塞万提斯,译林出版社
堂吉诃德,塞万提斯,人民文学出版社
图解圣经故事,傅宏基,陕西师范大学出版社
瓦尔登湖,梭罗,北京燕山出版社
瓦尔登湖,梭罗,译林出版社
围棋入门宝典,何庆腾,北京体育大学出版社
无机化学,大连理工大学,高等敎育出版社
午夜凶铃,铃木光司,南海出版公司
雾都孤儿,狄更斯,长江文艺出版社
希腊神话故事,施瓦布,当代世界出版社
线性代数,魏战线,西安交通大学出版社
线性系统理论,郑大钟,清华大学出版社
萧红集,萧红,花城出版社
小时代1.0折纸时代,郭敬明,长江文艺出版社
小团圆,张爱玲,北京十月文艺出版社
小镇生活,安妮宝贝,二十一世纪出版社
心理学原理,詹姆斯,九州出版社
心灵处方,毕淑敏,作家出版社
新型继电保护和故障测距的原理与技术,葛耀中,西安交通大学出版社
信号、系统与数字信号处理学习指导与实践,张小虹,机械工业出版社
信号完整性分析,博加京,电子工业出版社
羊皮卷智慧全书,唐汶,中央编译出版社
医学英语新教程,杨明山,上海世界图书出版公司
应用数理统计学习指导,朱勇华,武汉大学出版社
犹太人为什么聪明,亚伯拉,中央编译出版社
有限元方法,齐恩斯威克茨,清华大学出版社
有限元分析与CAE技术基础,,清华大学出版社
在大学以外你需要知道的一切,陈东,学林出版社
长安乱,韩寒,万卷出版公司
这个世界会好吗,梁漱溟,东方出版中心
智断疑案与逻辑推理,吴邛,重庆大学出版社
中文版Office 2007三合一,龙腾科技,科学出版社
最后一个匈奴,高建群,北京十月文艺出版社
